0,1.55883,20.3493,15.2252,12.9053,16.4847,12.2363,19.4161,16.6066,23.3721,21.3259,0
1.55883,0,18.8324,13.6958,12.4162,15.7511,10.998,19.7869,16.887,22.6858,20.6007,1.55883
20.3493,18.8324,0,5.16973,16.8498,15.0292,10.158,27.8164,25.104,18.4619,16.8462,20.3493
15.2252,13.6958,5.16973,0,13.7525,13.1867,6.53141,24.8764,21.9677,18.328,16.3656,15.2252
12.9053,12.4162,16.8498,13.7525,0,4.23268,7.22501,11.1318,8.28599,10.6361,8.7319,12.9053
16.4847,15.7511,15.0292,13.1867,4.23268,0,7.35053,13.1607,10.8333,6.94663,4.85008,16.4847
12.2363,10.998,10.158,6.53141,7.22501,7.35053,0,18.345,15.4426,13.6552,11.5151,12.2363
19.4161,19.7869,27.8164,24.8764,11.1318,13.1607,18.345,0,3.05239,14.8905,14.4225,19.4161
16.6066,16.887,25.104,21.9677,8.28599,10.8333,15.4426,3.05239,0,13.8074,12.9343,16.6066
23.3721,22.6858,18.4619,18.328,10.6361,6.94663,13.6552,14.8905,13.8074,0,2.15647,23.3721
21.3259,20.6007,16.8462,16.3656,8.7319,4.85008,11.5151,14.4225,12.9343,2.15647,0,21.3259
0,0,0,0,0,0,0,0,0,0,0,0
