0,5.10383,16.5828,18.5324,8.28839,12.1969,11.564,16.709,13.5289,25.4002,18.3807,0
5.10383,0,16.3088,19.5162,12.0568,15.2017,14.4658,21.7022,18.4055,29.1049,22.6508,5.10383
16.5828,16.3088,0,5.08716,12.7385,10.4221,10.0681,28.1714,26.3853,20.8082,18.7467,16.5828
18.5324,19.5162,5.08716,0,12.4651,8.79749,8.82798,27.0606,25.8883,16.1157,15.3684,18.5324
8.28839,12.0568,12.7385,12.4651,0,4.2746,3.85925,15.4663,13.6928,17.1783,10.6546,8.28839
12.1969,15.2017,10.4221,8.79749,4.2746,0,0.766811,18.2945,17.1143,14.0661,9.10325,12.1969
11.564,14.4658,10.0681,8.82798,3.85925,0.766811,0,18.3919,17.0654,14.8313,9.78646,11.564
16.709,21.7022,28.1714,27.0606,15.4663,18.2945,18.3919,0,3.60319,22.6266,15.1793,16.709
13.5289,18.4055,26.3853,25.8883,13.6928,17.1143,17.0654,3.60319,0,23.7484,15.9153,13.5289
25.4002,29.1049,20.8082,16.1157,17.1783,14.0661,14.8313,22.6266,23.7484,0,7.95558,25.4002
18.3807,22.6508,18.7467,15.3684,10.6546,9.10325,9.78646,15.1793,15.9153,7.95558,0,18.3807
0,0,0,0,0,0,0,0,0,0,0,0
