0,5.51019,3.50448,5.68413,2.46272,3.23642,3.26248,0.783417,4.40534,4.71555,2.72944,4.67417,2.9498,0
5.51019,0,5.51475,1.45457,7.71903,2.33471,8.7129,4.74005,2.0208,6.79513,5.60944,5.71539,3.36473,5.51019
3.50448,5.51475,0,4.76697,3.80409,4.28058,4.97642,3.20872,3.54651,1.45409,0.845937,1.20063,5.06136,3.50448
5.68413,1.45457,4.76697,0,7.59802,2.94542,8.68868,4.90422,1.34982,5.87594,5.0665,4.69966,4.2212,5.68413
2.46272,7.71903,3.80409,7.59802,0,5.57446,1.17933,3.0953,6.25017,4.32786,3.01346,4.92504,5.41252,2.46272
3.23642,2.33471,4.28058,2.94542,5.57446,0,6.48795,2.49769,2.11366,5.72369,4.04835,4.94362,1.32781,3.23642
3.26248,8.7129,4.97642,8.68868,1.17933,6.48795,0,3.99254,7.34753,5.40973,4.19225,6.08053,6.1396,3.26248
0.783417,4.74005,3.20872,4.90422,3.0953,2.49769,3.99254,0,3.63632,4.55009,2.54236,4.30942,2.41617,0.783417
4.40534,2.0208,3.54651,1.34982,6.25017,2.11366,7.34753,3.63632,0,4.78133,3.7589,3.69588,3.43806,4.40534
4.71555,6.79513,1.45409,5.87594,4.32786,5.72369,5.40973,4.55009,4.78133,0,2.01139,1.24222,6.51097,4.71555
2.72944,5.60944,0.845937,5.0665,3.01346,4.04835,4.19225,2.54236,3.7589,2.01139,0,2.04421,4.63213,2.72944
4.67417,5.71539,1.20063,4.69966,4.92504,4.94362,6.08053,4.30942,3.69588,1.24222,2.04421,0,5.90929,4.67417
2.9498,3.36473,5.06136,4.2212,5.41252,1.32781,6.1396,2.41617,3.43806,6.51097,4.63213,5.90929,0,2.9498
0,0,0,0,0,0,0,0,0,0,0,0,0,0
