0,11.6765,7.15239,11.502,4.5781,6.8438,6.78874,1.62293,8.63913,9.97286,5.70992,9.33747,5.48461,0
11.6765,0,9.6493,3.08066,16.2546,4.83268,18.4652,10.0535,3.03735,10.8982,10.7168,8.79926,6.19186,11.6765
7.15239,9.6493,0,9.47482,6.60528,7.69776,8.81592,6.7947,6.61195,2.82047,1.44247,2.18508,10.1648,7.15239
11.502,3.08066,9.47482,0,16.0801,4.6582,18.2907,9.87907,2.86287,10.7237,10.5423,8.16628,6.63133,11.502
4.5781,16.2546,6.60528,16.0801,0,11.4219,2.21063,6.20103,13.2172,7.45622,5.5378,7.91382,10.0627,4.5781
6.8438,4.83268,7.69776,4.6582,11.4219,0,13.6325,5.22087,4.10863,10.5182,6.25529,9.88284,2.46709,6.8438
6.78874,18.4652,8.81592,18.2907,2.21063,13.6325,0,8.41167,15.4279,8.62746,7.74843,10.1244,12.2734,6.78874
1.62293,10.0535,6.7947,9.87907,6.20103,5.22087,8.41167,0,7.0162,9.61517,5.35223,8.97978,3.86168,1.62293
8.63913,3.03735,6.61195,2.86287,13.2172,4.10863,15.4279,7.0162,0,7.86081,7.67943,5.77421,6.57572,8.63913
9.97286,10.8982,2.82047,10.7237,7.45622,10.5182,8.62746,9.61517,7.86081,0,4.26294,2.55739,12.9853,9.97286
5.70992,10.7168,1.44247,10.5423,5.5378,6.25529,7.74843,5.35223,7.67943,4.26294,0,3.62755,8.72237,5.70992
9.33747,8.79926,2.18508,8.16628,7.91382,9.88284,10.1244,8.97978,5.77421,2.55739,3.62755,0,12.3499,9.33747
5.48461,6.19186,10.1648,6.63133,10.0627,2.46709,12.2734,3.86168,6.57572,12.9853,8.72237,12.3499,0,5.48461
0,0,0,0,0,0,0,0,0,0,0,0,0,0
