0,1.92709,0.705876,3.13184,1.97067,6.92444,7.1347,7.67722,5.5166,6.69717,3.53359,0
1.92709,0,1.57503,2.18471,3.11668,8.5109,8.99055,9.36924,7.44214,7.05604,5.24209,1.92709
0.705876,1.57503,0,2.43262,1.6775,6.96808,7.42722,7.80263,5.96675,6.19273,3.66839,0.705876
3.13184,2.18471,2.43262,0,2.83161,7.96674,9.07107,8.99214,8.00952,5.21846,5.19967,3.13184
1.97067,3.11668,1.6775,2.83161,0,5.42747,6.25745,6.34978,5.22423,4.80266,2.37907,1.97067
6.92444,8.5109,6.96808,7.96674,5.42747,0,2.60572,1.16757,4.09208,5.58776,3.41609,6.92444
7.1347,8.99055,7.42722,9.07107,6.25745,2.60572,0,1.91764,2.29653,7.91158,3.87843,7.1347
7.67722,9.36924,7.80263,8.99214,6.34978,1.16757,1.91764,0,3.92853,6.73998,4.14852,7.67722
5.5166,7.44214,5.96675,8.00952,5.22423,4.09208,2.29653,3.92853,0,8.26783,3.10609,5.5166
6.69717,7.05604,6.19273,5.21846,4.80266,5.58776,7.91158,6.73998,8.26783,0,5.38413,6.69717
3.53359,5.24209,3.66839,5.19967,2.37907,3.41609,3.87843,4.14852,3.10609,5.38413,0,3.53359
0,0,0,0,0,0,0,0,0,0,0,0
