0,4.22054,19.6951,16.7261,5.87381,7.15344,8.77104,10.7908,11.6853,22.2565,16.9197,0
4.22054,0,18.1849,16.0649,7.47354,10.1665,12.2901,14.9822,15.794,24.5896,19.1377,4.22054
19.6951,18.1849,0,4.47386,14.9634,17.456,19.575,27.3265,24.8105,19.8132,16.4196,19.6951
16.7261,16.0649,4.47386,0,11.4027,13.4221,15.3683,23.3263,20.5432,15.8808,12.0712,16.7261
5.87381,7.47354,14.9634,11.4027,0,3.65292,6.25303,12.6277,11.1904,17.1167,11.6665,5.87381
7.15344,10.1665,17.456,13.4221,3.65292,0,2.60467,9.90553,7.71068,15.1525,9.91426,7.15344
8.77104,12.2901,19.575,15.3683,6.25303,2.60467,0,8.23368,5.2755,14.3619,9.56262,8.77104
10.7908,14.9822,27.3265,23.3263,12.6277,9.90553,8.23368,0,4.63221,20.9317,17.0516,10.7908
11.6853,15.794,24.8105,20.5432,11.1904,7.71068,5.2755,4.63221,0,16.3407,12.7407,11.6853
22.2565,24.5896,19.8132,15.8808,17.1167,15.1525,14.3619,20.9317,16.3407,0,5.45534,22.2565
16.9197,19.1377,16.4196,12.0712,11.6665,9.91426,9.56262,17.0516,12.7407,5.45534,0,16.9197
0,0,0,0,0,0,0,0,0,0,0,0
