0,9.36157,57.4736,47.8685,41.7236,40.9857,41.8615,52.8499,32.3598,91.6724,90.2906,0
9.36157,0,66.8352,46.1438,51.0852,50.3473,51.2231,62.2115,41.2072,101.034,99.6522,9.36157
57.4736,66.8352,0,20.6913,23.819,46.4181,59.0571,76.903,89.4155,44.7486,34.9824,57.4736
47.8685,46.1438,20.6913,0,14.6318,37.2309,49.8699,67.7158,80.2283,54.8902,53.5084,47.8685
41.7236,51.0852,23.819,14.6318,0,22.5991,35.2381,53.0841,65.5966,49.9488,48.567,41.7236
40.9857,50.3473,46.4181,37.2309,22.5991,0,12.6391,30.485,42.9975,50.6867,49.3049,40.9857
41.8615,51.2231,59.0571,49.8699,35.2381,12.6391,0,17.8459,30.3584,49.8109,48.4291,41.8615
52.8499,62.2115,76.903,67.7158,53.0841,30.485,17.8459,0,23.0067,38.8226,41.9206,52.8499
32.3598,41.2072,89.4155,80.2283,65.5966,42.9975,30.3584,23.0067,0,61.8293,60.4475,32.3598
91.6724,101.034,44.7486,54.8902,49.9488,50.6867,49.8109,38.8226,61.8293,0,9.76619,91.6724
90.2906,99.6522,34.9824,53.5084,48.567,49.3049,48.4291,41.9206,60.4475,9.76619,0,90.2906
0,0,0,0,0,0,0,0,0,0,0,0
