0,3.16453,22.5292,21.1733,17.9679,14.9239,15.6246,17.1886,16.6097,27.6525,25.7093,0
3.16453,0,23.8513,22.2309,16.5778,14.6722,13.8691,14.7487,13.7954,26.7983,24.0975,3.16453
22.5292,23.8513,0,2.51408,18.1521,12.5873,19.9283,24.5535,27.159,17.7992,22.3762,22.5292
21.1733,22.2309,2.51408,0,15.6437,10.1947,17.4769,22.1013,24.7658,15.7003,19.9612,21.1733
17.9679,16.5778,18.1521,15.6437,0,6.45864,3.30639,7.12416,10.3957,10.7215,7.82364,17.9679
14.9239,14.6722,12.5873,10.1947,6.45864,0,7.42553,12.0276,14.5751,13.0549,13.3262,14.9239
15.6246,13.8691,19.9283,17.4769,3.30639,7.42553,0,4.62531,7.51201,13.9964,10.2332,15.6246
17.1886,14.7487,24.5535,22.1013,7.12416,12.0276,4.62531,0,3.42463,16.8013,11.2748,17.1886
16.6097,13.7954,27.159,24.7658,10.3957,14.5751,7.51201,3.42463,0,20.2207,14.4973,16.6097
27.6525,26.7983,17.7992,15.7003,10.7215,13.0549,13.9964,16.8013,20.2207,0,7.16534,27.6525
25.7093,24.0975,22.3762,19.9612,7.82364,13.3262,10.2332,11.2748,14.4973,7.16534,0,25.7093
0,0,0,0,0,0,0,0,0,0,0,0
