0,0.778799,13.289,17.1154,8.42815,6.49174,6.72978,19.9878,16.4436,25.425,22.8621,0
0.778799,0,13.8815,17.4446,8.06658,6.3032,6.45997,19.2642,15.7815,25.2325,22.7154,0.778799
13.289,13.8815,0,7.48674,14.2465,12.1701,12.8938,28.6141,24.0365,22.8657,19.9523,13.289
17.1154,17.4446,7.48674,0,13.9223,12.9568,13.4844,26.885,22.1929,16.2142,13.4048,17.1154
8.42815,8.06658,14.2465,13.9223,0,2.53198,1.90813,14.4061,9.93954,17.4141,15.0878,8.42815
6.49174,6.3032,12.1701,12.9568,2.53198,0,0.736166,16.7198,12.362,18.9397,16.4128,6.49174
6.72978,6.45997,12.8938,13.4844,1.90813,0.736166,0,15.9868,11.6436,18.7897,16.3257,6.72978
19.9878,19.2642,28.6141,26.885,14.4061,16.7198,15.9868,0,4.70033,21.0271,20.5668,19.9878
16.4436,15.7815,24.0365,22.1929,9.93954,12.362,11.6436,4.70033,0,17.6964,16.7774,16.4436
25.425,25.2325,22.8657,16.2142,17.4141,18.9397,18.7897,21.0271,17.6964,0,2.9227,25.425
22.8621,22.7154,19.9523,13.4048,15.0878,16.4128,16.3257,20.5668,16.7774,2.9227,0,22.8621
0,0,0,0,0,0,0,0,0,0,0,0
