0,3.53613,14.3755,17.0877,13.4255,14.966,8.81482,15.9931,16.4693,21.6962,22.0165,0
3.53613,0,12.1929,14.2455,9.88936,11.4902,5.27989,14.2387,14.6755,18.1839,18.4939,3.53613
14.3755,12.1929,0,4.52829,10.9407,9.28621,10.599,23.4034,23.6939,17.1764,17.0421,14.3755
17.0877,14.2455,4.52829,0,9.32882,6.86192,10.9476,22.8693,23.0763,13.6292,13.3819,17.0877
13.4255,9.88936,10.9407,9.32882,0,2.77928,4.61506,13.6612,13.8324,8.46169,8.69667,13.4255
14.966,11.4902,9.28621,6.86192,2.77928,0,6.49538,16.3963,16.5506,8.27696,8.30145,14.966
8.81482,5.27989,10.599,10.9476,4.61506,6.49538,0,12.8651,13.1838,12.9364,13.2282,8.81482
15.9931,14.2387,23.4034,22.8693,13.6612,16.3963,12.8651,0,0.499407,16.3274,16.9633,15.9931
16.4693,14.6755,23.6939,23.0763,13.8324,16.5506,13.1838,0.499407,0,16.2298,16.8702,16.4693
21.6962,18.1839,17.1764,13.6292,8.46169,8.27696,12.9364,16.3274,16.2298,0,0.655484,21.6962
22.0165,18.4939,17.0421,13.3819,8.69667,8.30145,13.2282,16.9633,16.8702,0.655484,0,22.0165
0,0,0,0,0,0,0,0,0,0,0,0
