0,3.00694,0.729741,0.939087,1.4534,7.46452,4.55744,2.25053,8.5992,4.14934,7.10611,0
3.00694,0,3.08015,3.21126,1.94478,4.71629,1.59124,3.76752,5.59345,3.51848,6.03681,3.00694
0.729741,3.08015,0,1.66833,1.21245,7.24931,4.67051,1.52117,8.59913,4.76599,6.49568,0.729741
0.939087,3.21126,1.66833,0,2.14844,7.87414,4.62752,3.18774,8.7353,3.45485,7.94217,0.939087
1.4534,1.94478,1.21245,2.14844,0,6.06287,3.52828,1.9231,7.39437,4.36541,5.81864,1.4534
7.46452,4.71629,7.24931,7.87414,6.06287,0,3.80221,7.08591,2.67766,7.53799,4.82441,7.46452
4.55744,1.59124,4.67051,4.62752,3.52828,3.80221,0,5.28654,4.11025,3.74373,6.45658,4.55744
2.25053,3.76752,1.52117,3.18774,1.9231,7.08591,5.28654,0,8.85334,6.15386,5.36304,2.25053
8.5992,5.59345,8.59913,8.7353,7.39437,2.67766,4.11025,8.85334,0,7.26847,7.4883,8.5992
4.14934,3.51848,4.76599,3.45485,4.36541,7.53799,3.74373,6.15386,7.26847,0,9.55108,4.14934
7.10611,6.03681,6.49568,7.94217,5.81864,4.82441,6.45658,5.36304,7.4883,9.55108,0,7.10611
0,0,0,0,0,0,0,0,0,0,0,0
