0,8.47465,2.05972,2.65582,3.26862,19.3545,12.8894,6.33922,24.1828,9.16839,17.7666,0
8.47465,0,8.60788,8.43339,5.20604,10.8798,4.41475,9.05224,15.7081,9.8853,17.0497,8.47465
2.05972,8.60788,0,4.71553,3.40184,19.4877,13.0226,4.2795,24.316,11.2281,15.7069,2.05972
2.65582,8.43339,4.71553,0,5.14882,19.3132,12.8481,8.99503,24.1415,7.2852,20.4224,2.65582
3.26862,5.20604,3.40184,5.14882,0,16.0858,9.62078,3.84621,20.9142,11.6614,15.2736,3.26862
19.3545,10.8798,19.4877,19.3132,16.0858,0,8.59403,19.932,5.83492,17.6039,9.95644,19.3545
12.8894,4.41475,13.0226,12.8481,9.62078,8.59403,0,13.467,11.2934,9.00989,17.9251,12.8894
6.33922,9.05224,4.2795,8.99503,3.84621,19.932,13.467,0,24.7604,15.5076,11.4274,6.33922
24.1828,15.7081,24.316,24.1415,20.9142,5.83492,11.2934,24.7604,0,16.8563,15.166,24.1828
9.16839,9.8853,11.2281,7.2852,11.6614,17.6039,9.00989,15.5076,16.8563,0,26.935,9.16839
17.7666,17.0497,15.7069,20.4224,15.2736,9.95644,17.9251,11.4274,15.166,26.935,0,17.7666
0,0,0,0,0,0,0,0,0,0,0,0
