0,3.09195,1.83784,1.8996,2.16199,5.80089,6.07531,3.00106,0.596475,4.48764,3.87856,0
3.09195,0,1.78272,2.5088,3.86083,8.3068,9.13618,5.02844,2.6539,1.60931,6.36117,3.09195
1.83784,1.78272,0,0.758978,2.08037,6.52689,7.8203,3.24726,1.72386,2.80564,4.58666,1.83784
1.8996,2.5088,0.758978,0,1.36828,5.84056,7.55419,2.53226,2.02087,3.32328,3.92321,1.8996
2.16199,3.86083,2.08037,1.36828,0,4.47302,6.69571,1.16771,2.59741,4.64986,2.56828,2.16199
5.80089,8.3068,6.52689,5.84056,4.47302,0,5.39824,3.32216,6.39515,9.08958,1.95924,5.80089
6.07531,9.13618,7.8203,7.55419,6.69571,5.39824,0,6.22957,6.48354,10.5608,5.23337,6.07531
3.00106,5.02844,3.24726,2.53226,1.16771,3.32216,6.22957,0,3.53055,5.77078,1.48266,3.00106
0.596475,2.6539,1.72386,2.02087,2.59741,6.39515,6.48354,3.53055,0,4.14,4.46755,0.596475
4.48764,1.60931,2.80564,3.32328,4.64986,9.08958,10.5608,5.77078,4.14,0,7.2171,4.48764
3.87856,6.36117,4.58666,3.92321,2.56828,1.95924,5.23337,1.48266,4.46755,7.2171,0,3.87856
0,0,0,0,0,0,0,0,0,0,0,0
