0,8.12573,12.3771,12.8587,7.62037,3.6542,8.20157,12.5675,10.8249,19.5487,22.0166,0
8.12573,0,12.9954,13.0788,15.6506,11.1601,12.8243,20.6907,18.9314,25.5587,29.0276,8.12573
12.3771,12.9954,0,0.696254,14.7438,11.2652,6.42084,19.9666,18.9922,15.99,21.0689,12.3771
12.8587,13.0788,0.696254,0,15.4133,11.8708,7.10652,20.6521,19.6657,16.5388,21.6736,12.8587
7.62037,15.6506,14.7438,15.4133,0,4.70963,8.38028,5.52821,4.26666,14.2403,15.2733,7.62037
3.6542,11.1601,11.2652,11.8708,4.70963,0,5.66758,10.1684,8.6758,15.9536,18.38,3.6542
8.20157,12.8243,6.42084,7.10652,8.38028,5.66758,0,13.5458,12.6001,12.7631,16.7323,8.20157
12.5675,20.6907,19.9666,20.6521,5.52821,10.1684,13.5458,0,1.87201,15.336,14.2078,12.5675
10.8249,18.9314,18.9922,19.6657,4.26666,8.6758,12.6001,1.87201,0,16.019,15.4842,10.8249
19.5487,25.5587,15.99,16.5388,14.2403,15.9536,12.7631,15.336,16.019,0,5.77217,19.5487
22.0166,29.0276,21.0689,21.6736,15.2733,18.38,16.7323,14.2078,15.4842,5.77217,0,22.0166
0,0,0,0,0,0,0,0,0,0,0,0
