0,4.98431,9.40155,12.5607,8.80395,12.656,7.04095,22.2351,19.4629,2.66716,17.6297,0
4.98431,0,6.06444,12.1548,3.81965,17.6403,12.0253,27.2194,19.0569,6.83581,22.614,4.98431
9.40155,6.06444,0,6.09035,5.61899,22.0576,16.4425,31.6367,14.3199,11.2531,27.0313,9.40155
12.5607,12.1548,6.09035,0,11.7093,17.4984,11.8834,27.0775,9.76079,15.2279,22.4722,12.5607
8.80395,3.81965,5.61899,11.7093,0,21.46,15.8449,31.0391,18.6115,10.6555,26.4337,8.80395
12.656,17.6403,22.0576,17.4984,21.46,0,7.50079,9.5791,21.4937,10.8045,12.0661,12.656
7.04095,12.0253,16.4425,11.8834,15.8449,7.50079,0,15.1942,13.993,8.13706,10.5888,7.04095
22.2351,27.2194,31.6367,27.0775,31.0391,9.5791,15.1942,0,17.3167,20.3836,7.6803,22.2351
19.4629,19.0569,14.3199,9.76079,18.6115,21.4937,13.993,17.3167,0,22.13,12.7114,19.4629
2.66716,6.83581,11.2531,15.2279,10.6555,10.8045,8.13706,20.3836,22.13,0,15.7782,2.66716
17.6297,22.614,27.0313,22.4722,26.4337,12.0661,10.5888,7.6803,12.7114,15.7782,0,17.6297
0,0,0,0,0,0,0,0,0,0,0,0
