0,11.0496,4.35427,17.0005,9.62173,10.5001,6.41855,13.3681,9.26085,3.3224,6.4984,5.94994,11.933,0
11.0496,0,12.6764,9.12961,13.6221,17.4879,9.81489,9.52153,12.5678,11.8129,4.9201,9.70291,4.10158,11.0496
4.35427,12.6764,0,12.6462,5.26746,6.14583,2.86151,9.01382,4.90657,1.03187,8.12523,7.57677,13.5598,4.35427
17.0005,9.12961,12.6462,0,7.37873,8.35829,10.5819,3.63238,7.73962,13.6781,13.2742,18.057,12.4557,17.0005
9.62173,13.6221,5.26746,7.37873,0,3.86579,3.80722,4.10058,1.05435,6.29933,9.07094,10.6782,14.5055,9.62173
10.5001,17.4879,6.14583,8.35829,3.86579,0,7.67301,7.96637,4.92014,7.1777,12.9367,12.3883,18.3713,10.5001
6.41855,9.81489,2.86151,10.5819,3.80722,7.67301,0,6.94954,2.84229,3.09615,5.26372,7.47506,10.6983,6.41855
13.3681,9.52153,9.01382,3.63238,4.10058,7.96637,6.94954,0,4.10725,10.0457,9.6418,14.4246,10.4049,13.3681
9.26085,12.5678,4.90657,7.73962,1.05435,4.92014,2.84229,4.10725,0,5.93844,8.01659,10.3174,13.4511,9.26085
3.3224,11.8129,1.03187,13.6781,6.29933,7.1777,3.09615,10.0457,5.93844,0,7.26171,6.71324,12.6963,3.3224
6.4984,4.9201,8.12523,13.2742,9.07094,12.9367,5.26372,9.6418,8.01659,7.26171,0,4.78281,5.43455,6.4984
5.94994,9.70291,7.57677,18.057,10.6782,12.3883,7.47506,14.4246,10.3174,6.71324,4.78281,0,5.98301,5.94994
11.933,4.10158,13.5598,12.4557,14.5055,18.3713,10.6983,10.4049,13.4511,12.6963,5.43455,5.98301,0,11.933
0,0,0,0,0,0,0,0,0,0,0,0,0,0
