0,7.43996,2.26253,6.05004,1.70386,7.45269,3.48247,1.57538,3.42835,7.3647,6.36375,3.32204,3.28799,0
7.43996,0,5.63725,4.39544,5.73774,0.277413,4.09923,5.98087,5.60599,2.17955,2.31831,6.99944,4.77397,7.43996
2.26253,5.63725,0,5.59958,1.26942,5.59309,1.54627,1.77246,3.66397,6.10395,5.15858,2.07028,1.04278,2.26253
6.05004,4.39544,5.59958,0,4.73433,4.62795,4.5473,4.56122,2.72606,2.59435,2.0772,7.64539,5.46175,6.05004
1.70386,5.73774,1.26942,4.73433,0,5.75517,1.87862,0.515562,2.48386,5.73304,4.73801,3.21974,1.99708,1.70386
7.45269,0.277413,5.59309,4.62795,5.75517,0,4.06676,6.01939,5.73928,2.45403,2.55217,6.88764,4.70027,7.45269
3.48247,4.09923,1.54627,4.5473,1.87862,4.06676,0,2.29851,3.33342,4.63587,3.73354,3.26776,0.933669,3.48247
1.57538,5.98087,1.77246,4.56122,0.515562,6.01939,2.29851,0,2.12528,5.79174,4.79049,3.65509,2.50346,1.57538
3.42835,5.60599,3.66397,2.72606,2.48386,5.73928,3.33342,2.12528,0,4.65811,3.7268,5.69396,4.00513,3.42835
7.3647,2.17955,6.10395,2.59435,5.73304,2.45403,4.63587,5.79174,4.65811,0,1.00136,7.88231,5.52237,7.3647
6.36375,2.31831,5.15858,2.0772,4.73801,2.55217,3.73354,4.79049,3.7268,1.00136,0,6.99955,4.64484,6.36375
3.32204,6.99944,2.07028,7.64539,3.21974,6.88764,3.26776,3.65509,5.69396,7.88231,6.99955,0,2.36007,3.32204
3.28799,4.77397,1.04278,5.46175,1.99708,4.70027,0.933669,2.50346,4.00513,5.52237,4.64484,2.36007,0,3.28799
0,0,0,0,0,0,0,0,0,0,0,0,0,0
