0,14.0127,47.4732,55.9806,51.1044,30.0421,45.9073,52.9864,42.1905,75.5444,98.7018,0
14.0127,0,33.4604,41.9678,37.0916,16.0293,31.8946,49.3045,34.3838,61.5317,84.6891,14.0127
47.4732,33.4604,0,9.87269,10.0712,30.8596,18.2231,74.967,60.0463,28.0713,51.2287,47.4732
55.9806,41.9678,9.87269,0,19.9439,40.7322,28.0958,84.8397,69.919,27.7069,42.7213,55.9806
51.1044,37.0916,10.0712,19.9439,0,21.0623,8.15188,64.8958,49.9751,24.4401,47.5975,51.1044
30.0421,16.0293,30.8596,40.7322,21.0623,0,15.8653,44.1074,29.1868,45.5024,68.6598,30.0421
45.9073,31.8946,18.2231,28.0958,8.15188,15.8653,0,56.7439,41.8232,29.6371,52.7945,45.9073
52.9864,49.3045,74.967,84.8397,64.8958,44.1074,56.7439,0,14.9206,57.1328,52.9619,52.9864
42.1905,34.3838,60.0463,69.919,49.9751,29.1868,41.8232,14.9206,0,42.2121,56.5113,42.1905
75.5444,61.5317,28.0713,27.7069,24.4401,45.5024,29.6371,57.1328,42.2121,0,23.1574,75.5444
98.7018,84.6891,51.2287,42.7213,47.5975,68.6598,52.7945,52.9619,56.5113,23.1574,0,98.7018
0,0,0,0,0,0,0,0,0,0,0,0
