0,2.15317,2.18689,3.91778,0.251831,4.86544,7.07233,3.65749,7.22622,2.00343,4.59002,0
2.15317,0,1.89983,3.93723,1.93,6.99913,9.16346,5.80544,9.28835,4.11178,6.41933,2.15317
2.18689,1.89983,0,2.07861,2.14833,6.22219,8.9313,5.18511,8.20512,3.45971,6.73542,2.18689
3.91778,3.93723,2.07861,0,3.9718,6.56554,9.69673,5.82147,7.99998,4.35513,8.08838,3.91778
0.251831,1.93,2.14833,3.9718,0,5.1071,7.26218,3.89368,7.47625,2.25241,4.70453,0.251831
4.86544,6.99913,6.22219,6.56554,5.1071,0,3.36368,1.2474,2.56744,2.89173,3.82405,4.86544
7.07233,9.16346,8.9313,9.69673,7.26218,3.36368,0,3.87572,4.27309,5.49135,3.3393,7.07233
3.65749,5.80544,5.18511,5.82147,3.89368,1.2474,3.87572,0,3.78209,1.74552,3.16841,3.65749
7.22622,9.28835,8.20512,7.99998,7.47625,2.56744,4.27309,3.78209,0,5.22478,6.12461,7.22622
2.00343,4.11178,3.45971,4.35513,2.25241,2.89173,5.49135,1.74552,5.22478,0,3.81897,2.00343
4.59002,6.41933,6.73542,8.08838,4.70453,3.82405,3.3393,3.16841,6.12461,3.81897,0,4.59002
0,0,0,0,0,0,0,0,0,0,0,0
